问题触发时间,地市,区县,TAC(LAC),数据来源,问题归类(二级),类别要素,主指标表征值,处理优先级,是否为FDD站点,是否指纹库智能分析系统运算,是否列为白名单,是否为性能交维站点,资管生命周期状态,劣化次数,告警触发次数,日均流量(GB),业务要素,场景要素,覆盖类型,覆盖场景,中心经度,中心维度,厂家名称,自愈状态
10月,杭州,淳安,22529,北向性能,VOLTE掉话质差,感知,4.3,高,否,否,否,是,现网,3,3,0,语音,室外,室外,乡镇,118.649,29.386,中兴,自愈
7月,杭州,江干,22713,北向性能,无线切换质差,质量,94.36,高,否,否,否,是,现网,3,2,0.01,数据,室外,室外,低层居民区,120.204,30.272,华为,自愈
8月,杭州,下城,22705,北向性能,RRC重建比质差,质量,11.46,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,集贸市场,120.183,30.331,华为,自愈
8月,杭州,富阳,22719,北向性能,VOLTE掉话质差,感知,2.66,高,否,否,否,是,现网,3,2,0,语音,室外,室外,村庄,119.763,30.055,华为,自愈
9月,杭州,富阳,22557,北向性能,RRC重建比质差,质量,15.06,中,否,否,否,是,现网,5,1,0.01,数据,室外,室外,村庄,119.535,30.083,华为,自愈
7月,杭州,富阳,22557,北向性能,VOLTE丢包质差,质量,5.4,高,否,否,否,是,现网,3,1,0,语音,室外,室外,村庄,119.551,30.174,华为,自愈
10月,杭州,富阳,22719,北向性能,RRC重建比质差,质量,15.37,高,否,否,否,是,现网,4,5,0.01,数据,室外,室外,村庄,119.736,30.082,华为,自愈
10月,杭州,富阳,22719,北向性能,RRC重建比质差,质量,18.68,高,否,否,否,是,现网,3,9,0,数据,室外,室外,村庄,119.889,30.184,华为,自愈
8月,杭州,西湖,22300,北向性能,VOLTE丢包质差,质量,6.77,高,否,否,否,是,现网,5,7,0,语音,室外,室外,低层居民区,120.035,30.221,华为,自愈
9月,杭州,上城,22294,北向性能,无线切换质差,质量,92.79,高,否,否,否,是,现网,3,3,0.02,数据,室外,室外,城区道路,120.164,30.258,华为,自愈
9月,杭州,上城,22294,北向性能,VOLTE接通质差,质量,92.78,高,否,否,否,是,现网,3,1,0.02,语音,室外,室外,城区道路,120.164,30.258,华为,自愈
10月,金华,武义,26635,北向性能,无线接通质差,质量,95.05,高,否,否,否,是,现网,5,5,0,数据,室外,室外,村庄,119.778,28.746,诺基亚,自愈
10月,金华,武义,26558,北向性能,无线接通质差,质量,95.92,高,否,否,否,是,现网,3,2,0,数据,室外,室外,村庄,119.637,28.562,诺基亚,自愈
7月,金华,永康,26753,北向性能,无线切换质差,质量,81.24,中,否,否,否,是,现网,5,1,0,数据,高速,室外,高速公路,120.056,28.825,诺基亚,自愈
9月,金华,武义,22420,北向性能,无线接通质差,质量,96.25,高,否,是,否,是,现网,4,2,0,数据,室外,室外,村庄,119.9,28.882,诺基亚,自愈
10月,金华,武义,22420,北向性能,无线接通质差,质量,96.26,高,否,否,否,是,现网,5,17,0,数据,室外,室外,村庄,119.791,28.969,诺基亚,自愈
10月,金华,武义,22420,SEQ,CSFB回落质差,质量,92.68,高,否,否,否,是,现网,7,12,0.03,语音,室外,室外,村庄,119.839,28.919,诺基亚,自愈
10月,金华,武义,22420,SEQ,CSFB回落质差,质量,92.3,高,否,否,否,是,现网,6,11,0.03,语音,室外,室外,村庄,119.839,28.919,诺基亚,自愈
10月,金华,武义,22420,SEQ,CSFB回落质差,质量,92.65,高,否,否,否,是,现网,6,14,0.03,语音,室外,室外,工业园区,119.891,28.926,诺基亚,自愈
10月,金华,永康,26521,北向性能,无线切换质差,质量,94.11,高,否,否,否,是,现网,3,3,0,数据,室外,室外,村庄,120.081,28.889,诺基亚,自愈
9月,金华,金东,22679,北向性能,无线接通质差,质量,92.14,高,否,是,否,是,现网,4,4,0.02,数据,高速,室外,高速公路,119.836,29.226,华为,自愈
9月,金华,金东,22679,北向性能,无线接通质差,质量,94.96,高,否,是,否,是,现网,5,4,0.02,数据,室外,室外,村庄,119.836,29.226,华为,自愈
8月,金华,婺城,26639,北向性能,RRC重建比质差,质量,7.96,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,村庄,119.55,29.02,华为,自愈
8月,金华,金东,22678,北向性能,无线切换质差,质量,92.96,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,村庄,119.741,29.128,华为,自愈
9月,金华,婺城,26628,北向性能,RRC重建比质差,质量,10.24,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,村庄,119.618,29.119,华为,自愈
8月,金华,金东,22679,北向性能,RRC重建比质差,质量,13.42,高,否,否,否,是,现网,4,10,0.01,数据,室外,室外,村庄,119.689,29.144,华为,自愈
8月,金华,金东,26775,北向性能,无线切换质差,质量,93.71,高,否,否,否,是,现网,3,3,0.02,数据,室外,室外,村庄,119.889,29.183,华为,自愈
9月,金华,金东,26775,北向性能,无线切换质差,质量,92.36,高,否,否,否,是,现网,4,4,0.02,数据,室外,室外,乡镇,119.89,29.2,华为,自愈
7月,金华,婺城,26775,北向性能,无线切换质差,质量,93.19,高,否,否,否,是,现网,3,4,0,数据,室外,室外,乡镇,119.461,29.048,华为,自愈
9月,金华,永康,22423,北向性能,无线切换质差,质量,92.48,高,否,是,否,是,现网,3,5,0.03,数据,室外,室外,工业园区,119.989,28.894,诺基亚,自愈
7月,金华,东阳,22687,北向性能,无线掉线质差,质量,1.82,高,否,是,否,是,现网,3,3,0,数据,室外,室外,乡镇,120.314,29.146,诺基亚,自愈
8月,绍兴,上虞,22362,北向性能,RRC重建比质差,质量,13.83,高,否,否,否,是,现网,3,2,0.01,数据,室分,室内,商业中心,120.788,29.875,华为,自愈
9月,绍兴,绍兴,22358,北向性能,无线掉线质差,质量,5.14,高,否,是,否,是,现网,3,3,0.01,数据,高校,室内,高校,120.475,30.098,华为,自愈
8月,绍兴,嵊州,22612,北向性能,无线切换质差,质量,91.6,高,否,否,否,是,现网,3,3,0.02,数据,小微站,室外,低层居民区,120.723,29.6,华为,自愈
8月,绍兴,嵊州,22612,北向性能,无线切换质差,质量,91.82,高,否,否,否,是,现网,4,4,0,数据,小微站,室外,低层居民区,120.723,29.6,华为,自愈
8月,绍兴,嵊州,22612,北向性能,无线切换质差,质量,93.54,高,否,否,否,是,现网,3,3,0,数据,小微站,室外,低层居民区,120.723,29.6,华为,自愈
8月,绍兴,嵊州,22366,北向性能,无线切换质差,质量,91.82,高,否,否,否,是,现网,4,4,0.02,数据,室外,室外,低层居民区,121.004,29.57,华为,自愈
10月,绍兴,嵊州,22365,北向性能,RRC重建比质差,质量,12.91,高,否,否,否,是,现网,3,3,0.02,数据,室外,室外,村庄,120.903,29.627,华为,自愈
8月,绍兴,嵊州,22612,北向性能,无线切换质差,质量,94.13,高,否,否,否,是,现网,3,3,0,数据,小微站,室外,低层居民区,120.689,29.645,华为,自愈
8月,绍兴,嵊州,22612,北向性能,无线切换质差,质量,92.65,高,否,否,否,是,现网,3,3,0.01,数据,小微站,室外,低层居民区,120.771,29.618,华为,自愈
8月,绍兴,嵊州,22365,北向性能,无线切换质差,质量,93.19,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,村庄,120.789,29.756,华为,自愈
7月,绍兴,嵊州,22612,北向性能,无线切换质差,质量,92.94,高,否,否,否,是,现网,3,2,0.05,数据,室外,室外,乡镇,120.609,29.696,华为,自愈
7月,绍兴,新昌,26459,北向性能,RRC重建比质差,质量,12.36,高,否,否,否,是,现网,3,3,0,数据,室外,室外,村庄,120.963,29.447,华为,自愈
10月,绍兴,新昌,22608,北向性能,无线接通质差,质量,87.73,高,否,是,否,是,现网,3,3,0.05,数据,室外,室外,村庄,120.908,29.55,华为,自愈
10月,绍兴,诸暨,26704,北向性能,无线切换质差,质量,92.96,高,否,是,否,是,现网,3,3,0.01,数据,室外,室外,低层居民区,120.255,29.848,华为,自愈
10月,绍兴,诸暨,26705,北向性能,无线切换质差,质量,87.16,高,否,是,否,是,现网,3,4,0,数据,室外,室外,低层居民区,120.351,29.795,华为,自愈
9月,绍兴,诸暨,22623,北向性能,RRC重建比质差,质量,16.39,高,否,否,否,是,现网,4,4,0.02,数据,室外,室外,低层居民区,120.276,29.83,华为,自愈
7月,绍兴,绍兴,22358,SEQ,语音质差,感知,10.92,高,否,否,否,是,现网,3,2,0.01,语音,室分,室内,企事业单位,120.504,30.08,华为,自愈
8月,绍兴,嵊州,22365,北向性能,无线切换质差,质量,94.37,高,否,否,否,是,现网,3,3,0.02,数据,小微站,室外,低层居民区,120.925,29.704,华为,自愈
7月,绍兴,越城,26448,北向性能,无线切换质差,质量,94.78,高,否,否,否,是,现网,3,4,0,数据,室外,室外,低层居民区,120.617,30.075,华为,自愈
8月,绍兴,越城,26535,北向性能,无线接通质差,质量,94.41,高,否,否,否,是,现网,5,6,0,数据,室外,室外,城区道路,120.597,30.1,华为,自愈
7月,绍兴,诸暨,26709,北向性能,无线切换质差,质量,89.06,高,否,否,否,是,现网,3,4,0.01,数据,室外,室外,写字楼,120.195,29.727,华为,自愈
9月,绍兴,诸暨,26709,北向性能,RRC重建比质差,质量,13.91,高,否,否,否,是,现网,3,3,0.02,数据,室外,室外,工业园区,120.201,29.74,华为,自愈
7月,绍兴,诸暨,26711,北向性能,无线切换质差,质量,93.79,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,村庄,120.182,29.705,华为,自愈
10月,绍兴,越城,26528,北向性能,RRC重建比质差,质量,15.68,高,否,否,否,是,现网,4,6,0.01,数据,高校,室外,高校,120.606,29.975,华为,自愈
9月,绍兴,诸暨,26706,北向性能,RRC重建比质差,质量,14.27,高,否,否,否,是,现网,5,5,0.01,数据,室外,室外,村庄,120.427,29.656,华为,自愈
7月,绍兴,诸暨,26710,北向性能,VOLTE丢包质差,质量,3.65,高,否,否,否,是,现网,3,2,0.01,语音,室外,室外,星级酒店,120.254,29.7,华为,自愈
7月,绍兴,诸暨,26710,北向性能,无线接通质差,质量,95.81,高,否,否,否,是,现网,3,2,0.01,数据,室外,室外,星级酒店,120.254,29.7,华为,自愈
9月,绍兴,嵊州,22612,北向性能,无线切换质差,质量,94.26,高,否,是,否,是,现网,3,3,0.01,数据,室外,室外,村庄,120.636,29.555,华为,自愈
7月,绍兴,绍兴,22358,北向性能,无线接通质差,质量,97.12,高,否,否,否,是,现网,3,3,0.02,数据,室外,室外,商业中心,120.506,30.095,华为,自愈
7月,绍兴,新昌,22622,北向性能,SRVCC切换质差,互操作,88.16,高,否,是,否,是,现网,4,2,0.01,语音,小微站,室外,村庄,120.767,29.423,华为,自愈
7月,绍兴,新昌,22622,北向性能,VOLTE掉话质差,感知,4.48,高,否,否,否,是,现网,5,1,0.01,语音,室外,室外,村庄,120.767,29.423,华为,自愈
9月,绍兴,上虞,22620,北向性能,无线切换质差,质量,93.74,高,否,是,否,是,现网,3,2,0.02,数据,小微站,室外,医院,120.876,30.023,华为,自愈
9月,绍兴,上虞,22620,北向性能,无线切换质差,质量,93.75,中,否,否,否,是,现网,3,1,0.02,数据,室外,室外,医院,120.876,30.023,华为,自愈
10月,绍兴,上虞,26450,北向性能,RRC重建比质差,质量,15.28,高,否,否,否,是,现网,5,7,0.01,数据,室外,室外,村庄,120.983,30.006,华为,自愈
8月,绍兴,嵊州,22612,北向性能,无线切换质差,质量,93.06,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,村庄,120.625,29.512,华为,自愈
8月,绍兴,嵊州,22612,北向性能,无线切换质差,质量,91.92,高,否,否,否,是,现网,4,4,0,数据,小微站,室外,村庄,120.619,29.528,华为,自愈
10月,台州,温岭,26468,北向性能,无线切换质差,质量,89.43,高,否,否,否,是,现网,3,2,0.01,数据,室外,室外,其他,121.657,28.425,中兴,自愈
10月,台州,温岭,26468,SEQ,CSFB回落质差,质量,94.86,高,否,否,否,是,现网,4,13,0.03,语音,室外,室外,村庄,121.651,28.401,中兴,自愈
9月,台州,温岭,26820,北向性能,无线接通质差,质量,96.25,高,否,是,否,是,现网,3,3,0.01,数据,室外,室外,村庄,121.489,28.365,中兴,自愈
9月,台州,温岭,26607,SEQ,CSFB回落质差,质量,93.72,高,否,否,否,是,现网,3,3,0.04,语音,室外,室外,村庄,121.285,28.475,中兴,自愈
7月,台州,温岭,22378,北向性能,无线切换质差,质量,78.32,高,否,否,否,是,现网,3,3,0,数据,室外,室外,村庄,121.273,28.393,中兴,自愈
9月,台州,温岭,22511,SEQ,CSFB回落质差,质量,93.55,高,否,否,否,是,现网,3,2,0.04,语音,室外,室外,村庄,121.268,28.288,中兴,自愈
9月,台州,仙居,26467,SEQ,CSFB回落质差,质量,92.48,高,否,否,否,是,现网,5,2,0.05,语音,室外,室外,乡镇,120.565,28.706,中兴,自愈
10月,台州,仙居,26467,SEQ,CSFB回落质差,质量,92.97,高,否,否,否,是,现网,3,8,0.03,语音,室外,室外,乡镇,120.565,28.706,中兴,自愈
10月,台州,仙居,26467,北向性能,VOLTE丢包质差,质量,5,高,否,否,否,是,现网,3,4,0,语音,室外,室外,乡镇,120.668,28.875,中兴,自愈
10月,台州,仙居,26467,北向性能,VOLTE丢包质差,质量,6.08,高,否,否,否,是,现网,3,2,0,语音,室外,室外,乡镇,120.668,28.875,中兴,自愈
9月,台州,玉环,26601,北向性能,无线切换质差,质量,92.33,中,否,否,否,是,现网,3,1,0,数据,室外,室外,乡镇,121.163,28.229,中兴,自愈
10月,台州,椒江,22372,北向性能,无线切换质差,质量,88.34,高,否,是,否,是,现网,3,2,0.01,数据,室外,室外,商业中心,121.453,28.682,中兴,自愈
7月,台州,路桥,22508,北向性能,无线切换质差,质量,96.16,高,否,否,否,是,现网,3,2,0.01,数据,室外,室外,乡镇,121.412,28.525,中兴,自愈
7月,台州,路桥,22508,北向性能,无线切换质差,质量,96.16,中,否,否,否,是,现网,3,1,0.01,数据,小微站,室外,乡镇,121.412,28.525,中兴,自愈
10月,台州,椒江,26606,北向性能,无线接通质差,质量,96.78,中,否,否,否,是,维护,3,1,0,数据,高校,室内,高校,121.39,28.656,中兴,自愈
10月,台州,椒江,26606,北向性能,无线接通质差,质量,93.48,高,否,否,否,是,维护,3,2,0,数据,高校,室内,高校,121.39,28.656,中兴,自愈
9月,台州,临海,26546,SEQ,CSFB回落质差,质量,94.21,高,否,否,否,是,现网,3,3,0.03,语音,室外,室外,工业园区,121.523,28.735,中兴,自愈
8月,台州,临海,22632,SEQ,CSFB回落质差,质量,90.52,中,否,否,是,是,现网,5,1,0.02,语音,室外,室外,中小学,121.507,28.766,中兴,自愈
10月,台州,温岭,22624,北向性能,无线接通质差,质量,95.52,高,否,否,否,是,现网,4,4,0.01,数据,室分,室内,商业中心,121.384,28.37,中兴,自愈
10月,台州,温岭,22624,北向性能,无线接通质差,质量,95.09,高,否,否,否,是,现网,4,4,0.01,数据,室分,室内,商业中心,121.384,28.37,中兴,自愈
8月,台州,黄岩,22507,SEQ,CSFB回落质差,质量,91.7,高,否,否,是,是,现网,3,3,0.02,语音,室外,室外,村庄,121.265,28.654,中兴,自愈
9月,台州,椒江,26545,北向性能,无线接通质差,质量,96.24,中,否,否,否,是,现网,3,1,0,数据,室分,室内,商业中心,121.423,28.678,中兴,自愈
10月,嘉兴,嘉善,22576,北向性能,无线接通质差,质量,90.95,高,否,否,否,是,现网,3,3,0.03,数据,室外,室外,低层居民区,120.963,30.836,中兴,自愈
10月,嘉兴,平湖,26428,北向性能,无线接通质差,质量,95.44,高,否,否,否,是,现网,4,8,0.04,数据,室外,室外,企事业单位,121,30.741,中兴,自愈
8月,嘉兴,平湖,22323,北向性能,无线切换质差,质量,95.67,高,否,否,否,是,现网,3,5,0,数据,室外,室外,企事业单位,121.08,30.779,中兴,自愈
7月,嘉兴,平湖,26416,北向性能,无线接通质差,质量,95.72,高,否,否,否,是,现网,3,2,0.01,数据,室外,室外,企事业单位,121.012,30.684,中兴,自愈
10月,嘉兴,平湖,26416,北向性能,无线接通质差,质量,95.18,高,否,是,否,是,现网,3,3,0.01,数据,室外,室外,企事业单位,121.012,30.685,中兴,自愈
10月,嘉兴,海宁,26684,SEQ,CSFB回落质差,质量,93.07,高,否,否,否,是,现网,4,17,0.05,语音,室外,室外,高层居民区,120.393,30.345,中兴,自愈
7月,嘉兴,桐乡,26674,北向性能,无线接通质差,质量,96.98,高,否,否,否,是,现网,3,2,0,数据,室外,室外,商业中心,120.572,30.635,中兴,自愈
7月,嘉兴,桐乡,26674,北向性能,无线接通质差,质量,95.53,高,否,否,否,是,现网,3,3,0,数据,室外,室外,商业中心,120.572,30.635,中兴,自愈
7月,嘉兴,南湖,22321,SEQ,CSFB回落质差,质量,85.23,高,否,否,否,是,现网,3,2,0.03,语音,室外,室外,星级酒店,120.747,30.762,中兴,自愈
7月,嘉兴,嘉善,26675,北向性能,无线接通质差,质量,89.41,高,否,否,否,是,现网,3,2,0.04,数据,室外,室外,中小学,120.894,30.827,中兴,自愈
7月,嘉兴,嘉善,22335,北向性能,无线掉线质差,质量,3.49,高,否,是,否,是,现网,7,3,0.01,数据,小微站,室外,风景区,120.891,30.946,中兴,自愈
7月,嘉兴,嘉善,22335,北向性能,无线掉线质差,质量,2.52,高,否,是,否,是,现网,5,5,0.01,数据,室外,室外,风景区,120.891,30.946,中兴,自愈
8月,湖州,南浔,26413,北向性能,无线掉线质差,质量,2.17,高,否,是,否,是,现网,3,3,0,数据,室分,室内,低层居民区,120.372,30.87,华为,自愈
9月,湖州,长兴,22315,北向性能,VOLTE接通质差,质量,93.86,高,否,是,否,是,现网,4,11,0,语音,室外,室外,乡镇,119.946,30.833,华为,自愈
10月,湖州,长兴,22315,北向性能,VOLTE接通质差,质量,96.02,高,否,是,否,是,现网,3,3,0,语音,室外,室外,乡镇,119.946,30.833,华为,自愈
7月,湖州,长兴,26406,SEQ,语音质差,感知,8.02,高,否,否,否,是,现网,3,2,0.01,语音,室分,室内,写字楼,119.913,31.034,华为,自愈
10月,湖州,长兴,22315,北向性能,VOLTE接通质差,质量,92.81,高,否,是,否,是,现网,4,7,0.05,语音,室外,室外,乡镇,119.769,30.884,华为,自愈
10月,湖州,长兴,22318,北向性能,无线切换质差,质量,93.44,中,否,否,否,是,现网,3,1,0.02,数据,室外,室外,村庄,119.644,30.985,华为,自愈
8月,湖州,长兴,26537,北向性能,RRC重建比质差,质量,16.15,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,乡镇,119.893,30.997,华为,自愈
8月,湖州,安吉,22311,北向性能,RRC重建比质差,质量,15.96,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,低层居民区,119.684,30.631,华为,自愈
8月,湖州,德清,22319,北向性能,无线接通质差,质量,96.07,高,否,否,否,是,现网,3,3,0,数据,室外,室外,村庄,119.902,30.538,华为,自愈
10月,湖州,德清,22307,北向性能,RRC重建比质差,质量,15.74,高,否,否,否,是,现网,4,4,0.01,数据,室外,室外,写字楼,119.958,30.537,华为,自愈
